80001-80600,
80601-81400,
81401-81600,
81601-82200,
82201-84400,
84401-86000,
86001-87000,
87001-87800,
87801-88200,
88201-89400,
89401-90800,
90801-94400,
94401-95200,
95201-95600,
95601-96400,
96401-101800,
101801-102600,
102601-103200,
103201-103600,
103601-104600,
104601-109400,
109401-109800,
109801-113400,
113401-113800,
113801-115600,
115601-117800,
117801-118200,
118201-125400,
125401-127000,
127001-127200,
127201-129200,
129201-140200,
140201-143400,
143401-146600,
146601-158800,
158801-164800,
164801-169000,
169001-183400,
183401-193800,
193801-199800,
199801-216600,
216601-235000,
235001-244200,
244201-264800,
264801-298400,
298401-314000,
314001-340600,
340601-408800,
408801-439800,
439801-476800,
476801-648800,
648801-733000,
733001-794800,
794801-1570400,
1570401-2199000,
2199001-2384600,
2384601
